factor,signal_date,exec_date,turnover,holding_count
Dividend_Yield,20251031,20251103,0.08847184986595175,746
Dividend_Yield,20251128,20251201,0.0777479892761394,746
Dividend_Yield,20251231,20260105,0.08042895442359249,746
Dividend_Yield,20260130,20260202,0.08176943699731906,744
Dividend_Yield,20260227,20260302,0.05637583892617456,745
Dividend_Yield,20260331,20260401,0.07248322147651008,743
Dividend_Yield,20260430,20260506,0.08613728129205925,739
Dividend_Yield,20260529,20260601,0.16914749661705009,705
Dividend_Yield,20260630,20260701,0.2228490832157969,709
Gross_Margin,20220128,20220207,1.0,866
Gross_Margin,20220228,20220301,0.014942528735632182,870
Gross_Margin,20220331,20220401,0.04218928164196121,877
Gross_Margin,20220429,20220505,0.17673888255416192,868
Gross_Margin,20220531,20220601,0.061293984108967095,881
Gross_Margin,20220630,20220701,0.020316027088036148,886
Gross_Margin,20220729,20220801,0.033594624860022355,893
Gross_Margin,20220831,20220901,0.10299003322259137,903
Gross_Margin,20220930,20221010,0.020833333333333336,912
Gross_Margin,20221031,20221101,0.07080610021786486,918
Gross_Margin,20221130,20221201,0.015102481121898688,927
Gross_Margin,20221230,20230103,0.025613660618996732,937
Gross_Margin,20230131,20230201,0.00746268656716422,938
Gross_Margin,20230228,20230301,0.011664899257688172,943
Gross_Margin,20230331,20230403,0.03473684210526322,950
Gross_Margin,20230428,20230504,0.16210526315789475,946
Gross_Margin,20230531,20230601,0.06360792492179354,959
Gross_Margin,20230630,20230703,0.021671826625387053,969
Gross_Margin,20230731,20230801,0.018480492813141625,974
Gross_Margin,20230831,20230901,0.10601427115188582,981
Gross_Margin,20230928,20231009,0.010162601626016248,984
Gross_Margin,20231031,20231101,0.059777102330293846,987
Gross_Margin,20231130,20231201,0.009081735620585297,991
Gross_Margin,20231229,20240102,0.011066398390342016,994
Gross_Margin,20240131,20240201,0.01803607214428866,998
Gross_Margin,20240229,20240301,0.014014014014013976,999
Gross_Margin,20240329,20240401,0.016983016983016977,1001
Gross_Margin,20240430,20240506,0.18981018981018982,994
Gross_Margin,20240531,20240603,0.017017017017017064,999
Gross_Margin,20240628,20240701,0.006993006993006989,1001
Gross_Margin,20240731,20240801,0.018981018981018984,1001
Gross_Margin,20240830,20240902,0.10269192422731806,1003
Gross_Margin,20240930,20241008,0.012961116650049849,1003
Gross_Margin,20241031,20241101,0.058764940239043786,1004
Gross_Margin,20241129,20241202,0.01489572989076465,1007
Gross_Margin,20241231,20250102,0.01585728444003964,1009
Gross_Margin,20250127,20250205,0.009881422924901209,1012
Gross_Margin,20250228,20250303,0.006916996047430829,1012
Gross_Margin,20250331,20250401,0.02369200394866733,1013
Gross_Margin,20250430,20250506,0.18460019743336625,1007
Gross_Margin,20250530,20250603,0.021717670286278398,1013
Gross_Margin,20250630,20250701,0.013765978367748215,1017
Gross_Margin,20250731,20250801,0.009813542688910762,1019
Gross_Margin,20250829,20250901,0.10196078431372545,1020
Gross_Margin,20250930,20251009,0.023506366307541604,1021
Gross_Margin,20251031,20251103,0.06054687500000002,1024
Gross_Margin,20251128,20251201,0.010731707317073173,1025
Gross_Margin,20251231,20260105,0.014577259475218686,1029
Gross_Margin,20260130,20260202,0.016488845780795312,1031
Gross_Margin,20260227,20260302,0.0048402710551790785,1033
Gross_Margin,20260331,20260401,0.023210831721470038,1034
Gross_Margin,20260430,20260506,0.180327868852459,1037
Gross_Margin,20260529,20260601,0.013461538461538448,1040
Gross_Margin,20260630,20260701,0.014409221902017332,1041
Holder_Concen,20220128,20220207,1.0,604
Holder_Concen,20220228,20220301,0.03770491803278689,610
Holder_Concen,20220331,20220401,0.10110584518167456,633
Holder_Concen,20220429,20220505,0.2638483965014577,686
Holder_Concen,20220531,20220601,0.06497175141242936,708
Holder_Concen,20220630,20220701,0.03641456582633053,714
Holder_Concen,20220729,20220801,0.05263157894736842,722
Holder_Concen,20220831,20220901,0.18855656697009104,769
Holder_Concen,20220930,20221010,0.058898847631242035,781
Holder_Concen,20221031,20221101,0.19047619047619047,798
Holder_Concen,20221130,20221201,0.05074257425742571,808
Holder_Concen,20221230,20230103,0.05487804878048782,820
Holder_Concen,20230131,20230201,0.012165450121654488,822
Holder_Concen,20230228,20230301,0.01694915254237287,826
Holder_Concen,20230331,20230403,0.06801909307875895,838
Holder_Concen,20230428,20230504,0.2126168224299066,856
Holder_Concen,20230531,20230601,0.051546391752577275,873
Holder_Concen,20230630,20230703,0.038548752834467126,882
Holder_Concen,20230731,20230801,0.04161979752530931,889
Holder_Concen,20230831,20230901,0.16411378555798692,914
Holder_Concen,20230928,20231009,0.019629225736095924,917
Holder_Concen,20231031,20231101,0.29032258064516137,930
Holder_Concen,20231130,20231201,0.03533190578158456,934
Holder_Concen,20231229,20240102,0.03624733475479748,938
Holder_Concen,20240131,20240201,0.027600849256900213,942
Holder_Concen,20240229,20240301,0.08677248677248675,945
Holder_Concen,20240329,20240401,0.05052631578947373,950
Holder_Concen,20240430,20240506,0.2247658688865765,961
Holder_Concen,20240531,20240603,0.011387163561076614,966
Holder_Concen,20240628,20240701,0.012396694214876056,968
Holder_Concen,20240731,20240801,0.01962809917355372,968
Holder_Concen,20240830,20240902,0.1329243353783231,978
Holder_Concen,20240930,20241008,0.03265306122448979,980
Holder_Concen,20241031,20241101,0.12550607287449395,988
Holder_Concen,20241129,20241202,0.019172552976791116,991
Holder_Concen,20241231,20250102,0.014112903225806469,992
Holder_Concen,20250127,20250205,0.013065326633165767,995
Holder_Concen,20250228,20250303,0.009045226130653257,994
Holder_Concen,20250331,20250401,0.05421686746987961,996
Holder_Concen,20250430,20250506,0.3239719157472417,997
Holder_Concen,20250530,20250603,0.011976047904191659,1002
Holder_Concen,20250630,20250701,0.008955223880597003,1005
Holder_Concen,20250731,20250801,0.011928429423459263,1006
Holder_Concen,20250829,20250901,0.12178217821782172,1010
Holder_Concen,20250930,20251009,0.024727992087042558,1011
Holder_Concen,20251031,20251103,0.2313725490196078,1020
Holder_Concen,20251128,20251201,0.012745098039215655,1019
Holder_Concen,20251231,20260105,0.008814887365328056,1021
Holder_Concen,20260130,20260202,0.009794319294809012,1021
Holder_Concen,20260227,20260302,0.0078277886497065,1022
Holder_Concen,20260331,20260401,0.020547945205479496,1021
Holder_Concen,20260430,20260506,0.2536302032913844,1033
Holder_Concen,20260529,20260601,0.006769825918762103,1034
Holder_Concen,20260630,20260701,0.008704061895551271,1033
Main_Net_In,20220128,20220207,1.0,869
Main_Net_In,20220228,20220301,0.6964490263459335,873
Main_Net_In,20220331,20220401,0.7224118316268486,879
Main_Net_In,20220429,20220505,0.7997724687144482,869
Main_Net_In,20220531,20220601,0.7494331065759638,882
Main_Net_In,20220630,20220701,0.6918735891647856,886
Main_Net_In,20220729,20220801,0.7800224466891135,891
Main_Net_In,20220831,20220901,0.6992230854605994,901
Main_Net_In,20220930,20221010,0.6182618261826183,909
Main_Net_In,20221031,20221101,0.7042716319824752,913
Main_Net_In,20221130,20221201,0.7086956521739132,920
Main_Net_In,20221230,20230103,0.7186147186147187,924
Main_Net_In,20230131,20230201,0.6958874458874459,924
Main_Net_In,20230228,20230301,0.7198275862068966,928
Main_Net_In,20230331,20230403,0.7116827438370849,933
Main_Net_In,20230428,20230504,0.7513397642015005,927
Main_Net_In,20230531,20230601,0.7486687965921194,939
Main_Net_In,20230630,20230703,0.7310126582278481,948
Main_Net_In,20230731,20230801,0.7237394957983192,952
Main_Net_In,20230831,20230901,0.709812108559499,958
Main_Net_In,20230928,20231009,0.6656249999999999,960
Main_Net_In,20231031,20231101,0.7182952182952183,962
Main_Net_In,20231130,20231201,0.6607883817427386,964
Main_Net_In,20231229,20240102,0.7722567287784678,966
Main_Net_In,20240131,20240201,0.7564499484004128,969
Main_Net_In,20240229,20240301,0.8340206185567011,970
Main_Net_In,20240329,20240401,0.7837281153450053,971
Main_Net_In,20240430,20240506,0.7188465499485068,964
Main_Net_In,20240531,20240603,0.7329896907216495,970
Main_Net_In,20240628,20240701,0.761071060762101,971
Main_Net_In,20240731,20240801,0.749742533470649,971
Main_Net_In,20240830,20240902,0.6152263374485598,972
Main_Net_In,20240930,20241008,0.7078189300411526,972
Main_Net_In,20241031,20241101,0.694758478931141,973
Main_Net_In,20241129,20241202,0.7602459016393441,976
Main_Net_In,20241231,20250102,0.85568065506653,977
Main_Net_In,20250127,20250205,0.5316326530612245,980
Main_Net_In,20250228,20250303,0.5275510204081633,979
Main_Net_In,20250331,20250401,0.5877551020408163,980
Main_Net_In,20250430,20250506,0.7479591836734694,974
Main_Net_In,20250530,20250603,0.773469387755102,980
Main_Net_In,20250630,20250701,0.7428861788617888,984
Main_Net_In,20250731,20250801,0.7322515212981745,986
Main_Net_In,20250829,20250901,0.7231237322515214,985
Main_Net_In,20250930,20251009,0.6450304259634889,986
Main_Net_In,20251031,20251103,0.6487854251012145,988
Main_Net_In,20251128,20251201,0.7358299595141701,987
Main_Net_In,20251231,20260105,0.7356205852674068,991
Main_Net_In,20260130,20260202,0.6827794561933536,993
Main_Net_In,20260227,20260302,0.7293762575452716,994
Main_Net_In,20260331,20260401,0.6559356136820925,994
Main_Net_In,20260430,20260506,0.607645875251509,994
Main_Net_In,20260529,20260601,0.6516064257028114,996
Main_Net_In,20260630,20260701,0.7981927710843375,996
Momentum_60D,20220128,20220207,1.0,863
Momentum_60D,20220228,20220301,0.40757749712973596,871
Momentum_60D,20220331,20220401,0.4488636363636364,880
Momentum_60D,20220429,20220505,0.48295454545454547,868
Momentum_60D,20220531,20220601,0.377123442808607,883
Momentum_60D,20220630,20220701,0.5292134831460675,890
Momentum_60D,20220729,20220801,0.5305895439377086,899
Momentum_60D,20220831,20220901,0.419889502762431,905
Momentum_60D,20220930,20221010,0.44395604395604393,910
Momentum_60D,20221031,20221101,0.4157549234135668,914
Momentum_60D,20221130,20221201,0.4622030237580993,926
Momentum_60D,20221230,20230103,0.4509594882729211,938
Momentum_60D,20230131,20230201,0.47245762711864414,944
Momentum_60D,20230228,20230301,0.505783385909569,951
Momentum_60D,20230331,20230403,0.48800834202294063,959
Momentum_60D,20230428,20230504,0.461939520333681,951
Momentum_60D,20230531,20230601,0.3354101765316718,963
Momentum_60D,20230630,20230703,0.3752577319587628,970
Momentum_60D,20230731,20230801,0.5487179487179485,975
Momentum_60D,20230831,20230901,0.479633401221996,982
Momentum_60D,20230928,20231009,0.4489383215369059,989
Momentum_60D,20231031,20231101,0.4874371859296483,995
Momentum_60D,20231130,20231201,0.4940119760479043,1002
Momentum_60D,20231229,20240102,0.3621890547263681,1005
Momentum_60D,20240131,20240201,0.45346534653465354,1010
Momentum_60D,20240229,20240301,0.30464886251236406,1011
Momentum_60D,20240329,20240401,0.5004926108374383,1015
Momentum_60D,20240430,20240506,0.4246305418719212,1009
Momentum_60D,20240531,20240603,0.41240157480314965,1016
Momentum_60D,20240628,20240701,0.41257367387033395,1018
Momentum_60D,20240731,20240801,0.5,1017
Momentum_60D,20240830,20240902,0.5550098231827112,1018
Momentum_60D,20240930,20241008,0.5176817288801572,1018
Momentum_60D,20241031,20241101,0.47053045186640474,1018
Momentum_60D,20241129,20241202,0.37120470127326144,1021
Momentum_60D,20241231,20250102,0.5019569471624267,1022
Momentum_60D,20250127,20250205,0.47219512195121954,1025
Momentum_60D,20250228,20250303,0.4074074074074074,1026
Momentum_60D,20250331,20250401,0.46738072054527746,1027
Momentum_60D,20250430,20250506,0.379746835443038,1021
Momentum_60D,20250530,20250603,0.47758284600389866,1026
Momentum_60D,20250630,20250701,0.436046511627907,1032
Momentum_60D,20250731,20250801,0.4709864603481625,1034
Momentum_60D,20250829,20250901,0.40676328502415454,1035
Momentum_60D,20250930,20251009,0.3996138996138996,1036
Momentum_60D,20251031,20251103,0.37415621986499525,1037
Momentum_60D,20251128,20251201,0.4406943105110897,1037
Momentum_60D,20251231,20260105,0.4384615384615385,1040
Momentum_60D,20260130,20260202,0.4774688398849473,1043
Momentum_60D,20260227,20260302,0.30430622009569375,1045
Momentum_60D,20260331,20260401,0.4359464627151052,1046
Momentum_60D,20260430,20260506,0.4450811843361987,1047
Momentum_60D,20260529,20260601,0.3857142857142858,1050
Momentum_60D,20260630,20260701,0.3754752851711026,1052
PE_TTM,20220128,20220207,1.0,757
PE_TTM,20220228,20220301,0.11942257217847772,762
PE_TTM,20220331,20220401,0.16450777202072536,772
PE_TTM,20220429,20220505,0.27331606217616583,766
PE_TTM,20220531,20220601,0.1527415143603133,765
PE_TTM,20220630,20220701,0.12727272727272726,770
PE_TTM,20220729,20220801,0.1608751608751609,777
PE_TTM,20220831,20220901,0.2638352638352638,764
PE_TTM,20220930,20221010,0.09702457956015524,773
PE_TTM,20221031,20221101,0.2639068564036222,767
PE_TTM,20221130,20221201,0.0864516129032258,775
PE_TTM,20221230,20230103,0.09033078880407122,786
PE_TTM,20230131,20230201,0.07360406091370567,788
PE_TTM,20230228,20230301,0.09493670886075946,790
PE_TTM,20230331,20230403,0.20275344180225283,799
PE_TTM,20230428,20230504,0.32790988735919896,788
PE_TTM,20230531,20230601,0.19543147208121836,787
PE_TTM,20230630,20230703,0.07924528301886796,795
PE_TTM,20230731,20230801,0.10460772104607721,803
PE_TTM,20230831,20230901,0.25280199252801994,792
PE_TTM,20230928,20231009,0.059119496855345975,795
PE_TTM,20231031,20231101,0.2905660377358491,793
PE_TTM,20231130,20231201,0.0716981132075472,795
PE_TTM,20231229,20240102,0.08010012515644555,799
PE_TTM,20240131,20240201,0.10087173100871732,803
PE_TTM,20240229,20240301,0.14694894146948945,803
PE_TTM,20240329,20240401,0.14655172413793102,812
PE_TTM,20240430,20240506,0.35714285714285715,807
PE_TTM,20240531,20240603,0.07292954264524107,809
PE_TTM,20240628,20240701,0.051851851851851816,810
PE_TTM,20240731,20240801,0.07398273736128236,811
PE_TTM,20240830,20240902,0.2614056720098644,791
PE_TTM,20240930,20241008,0.1479140328697851,791
PE_TTM,20241031,20241101,0.36283185840707965,775
PE_TTM,20241129,20241202,0.0822622107969152,778
PE_TTM,20241231,20250102,0.08076923076923073,780
PE_TTM,20250127,20250205,0.08312020460358052,782
PE_TTM,20250228,20250303,0.1877394636015326,783
PE_TTM,20250331,20250401,0.1499364675984753,787
PE_TTM,20250430,20250506,0.3710292249047014,776
PE_TTM,20250530,20250603,0.07326478149100259,778
PE_TTM,20250630,20250701,0.09603072983354671,781
PE_TTM,20250731,20250801,0.09578544061302677,783
PE_TTM,20250829,20250901,0.23499361430395918,772
PE_TTM,20250930,20251009,0.1139896373056995,772
PE_TTM,20251031,20251103,0.20336787564766837,768
PE_TTM,20251128,20251201,0.0805194805194805,770
PE_TTM,20251231,20260105,0.1009055627425614,773
PE_TTM,20260130,20260202,0.08645161290322584,775
PE_TTM,20260227,20260302,0.09125964010282779,778
PE_TTM,20260331,20260401,0.15374841168996184,787
PE_TTM,20260430,20260506,0.3367217280813215,783
PE_TTM,20260529,20260601,0.08396946564885496,786
PE_TTM,20260630,20260701,0.16137229987293522,787
ROE,20220128,20220207,1.0,881
ROE,20220228,20220301,0.03498871331828445,886
ROE,20220331,20220401,0.16125419932810747,893
ROE,20220429,20220505,0.6103023516237402,885
ROE,20220531,20220601,0.4555555555555556,900
ROE,20220630,20220701,0.056353591160220956,905
ROE,20220729,20220801,0.09429824561403517,912
ROE,20220831,20220901,0.27006507592190887,922
ROE,20220930,20221010,0.053705692803437205,931
ROE,20221031,20221101,0.1771611526147278,937
ROE,20221130,20221201,0.05391120507399578,946
ROE,20221230,20230103,0.06799163179916325,956
ROE,20230131,20230201,0.02089864158829667,957
ROE,20230228,20230301,0.03946002076843204,963
ROE,20230331,20230403,0.12989690721649483,970
ROE,20230428,20230504,0.5628865979381441,965
ROE,20230531,20230601,0.485685071574642,978
ROE,20230630,20230703,0.05060728744939275,988
ROE,20230731,20230801,0.06740442655935612,994
ROE,20230831,20230901,0.2567432567432568,1001
ROE,20230928,20231009,0.02390438247011953,1004
ROE,20231031,20231101,0.1608738828202582,1007
ROE,20231130,20231201,0.03069306930693068,1010
ROE,20231229,20240102,0.035538005923001034,1013
ROE,20240131,20240201,0.04326450344149453,1017
ROE,20240229,20240301,0.02259332023575645,1018
ROE,20240329,20240401,0.10882352941176468,1020
ROE,20240430,20240506,0.40980392156862744,1013
ROE,20240531,20240603,0.03631010794896958,1019
ROE,20240628,20240701,0.02252693437806067,1021
ROE,20240731,20240801,0.04995102840352592,1020
ROE,20240830,20240902,0.23874755381604695,1022
ROE,20240930,20241008,0.0675146771037182,1022
ROE,20241031,20241101,0.15429687499999997,1024
ROE,20241129,20241202,0.037974683544303785,1027
ROE,20241231,20250102,0.030155642023346314,1028
ROE,20250127,20250205,0.03488372093023257,1032
ROE,20250228,20250303,0.03197674418604653,1031
ROE,20250331,20250401,0.10842207163601164,1033
ROE,20250430,20250506,0.38528557599225555,1026
ROE,20250530,20250603,0.03391472868217053,1032
ROE,20250630,20250701,0.029893924783027943,1037
ROE,20250731,20250801,0.03753609239653513,1039
ROE,20250829,20250901,0.2415784408084697,1039
ROE,20250930,20251009,0.08069164265129686,1041
ROE,20251031,20251103,0.13998082454458294,1043
ROE,20251128,20251201,0.030680728667305847,1043
ROE,20251231,20260105,0.02862595419847327,1048
ROE,20260130,20260202,0.024761904761904742,1050
ROE,20260227,20260302,0.016159695817490497,1052
ROE,20260331,20260401,0.11301044634377966,1053
ROE,20260430,20260506,0.41761363636363635,1056
ROE,20260529,20260601,0.03305004721435316,1059
ROE,20260630,20260701,0.03773584905660379,1060
Revenue_Growth,20220128,20220207,1.0,885
Revenue_Growth,20220228,20220301,0.014623172103487033,889
Revenue_Growth,20220331,20220401,0.08593750000000006,896
Revenue_Growth,20220429,20220505,0.5424107142857143,886
Revenue_Growth,20220531,20220601,0.16888888888888884,900
Revenue_Growth,20220630,20220701,0.03756906077348062,905
Revenue_Growth,20220729,20220801,0.05159165751920968,911
Revenue_Growth,20220831,20220901,0.26601520086862107,921
Revenue_Growth,20220930,20221010,0.029001074113856107,931
Revenue_Growth,20221031,20221101,0.19850586979722518,937
Revenue_Growth,20221130,20221201,0.02751322751322751,945
Revenue_Growth,20221230,20230103,0.03138075313807539,956
Revenue_Growth,20230131,20230201,0.014629049111807641,957
Revenue_Growth,20230228,20230301,0.020790020790020812,962
Revenue_Growth,20230331,20230403,0.08152734778121781,969
Revenue_Growth,20230428,20230504,0.5696594427244581,965
Revenue_Growth,20230531,20230601,0.19427402862985677,978
Revenue_Growth,20230630,20230703,0.02226720647773283,988
Revenue_Growth,20230731,20230801,0.02917505030181083,994
Revenue_Growth,20230831,20230901,0.29400000000000004,1000
Revenue_Growth,20230928,20231009,0.011952191235059776,1004
Revenue_Growth,20231031,20231101,0.21251241310824226,1007
Revenue_Growth,20231130,20231201,0.009900990099009882,1010
Revenue_Growth,20231229,20240102,0.009871668311944758,1013
Revenue_Growth,20240131,20240201,0.013765978367748215,1017
Revenue_Growth,20240229,20240301,0.007858546168958806,1018
Revenue_Growth,20240329,20240401,0.05098039215686271,1020
Revenue_Growth,20240430,20240506,0.6637254901960784,1013
Revenue_Growth,20240531,20240603,0.011776251226692838,1019
Revenue_Growth,20240628,20240701,0.008823529411764676,1020
Revenue_Growth,20240731,20240801,0.0196078431372549,1020
Revenue_Growth,20240830,20240902,0.2661448140900196,1022
Revenue_Growth,20240930,20241008,0.03913894324853229,1022
Revenue_Growth,20241031,20241101,0.19824218749999997,1024
Revenue_Growth,20241129,20241202,0.013631937682570575,1027
Revenue_Growth,20241231,20250102,0.015564202334630364,1028
Revenue_Growth,20250127,20250205,0.02325581395348839,1032
Revenue_Growth,20250228,20250303,0.01065891472868218,1031
Revenue_Growth,20250331,20250401,0.04743465634075506,1033
Revenue_Growth,20250430,20250506,0.6185866408518876,1026
Revenue_Growth,20250530,20250603,0.018410852713178275,1032
Revenue_Growth,20250630,20250701,0.020250723240115696,1037
Revenue_Growth,20250731,20250801,0.01636188642925889,1039
Revenue_Growth,20250829,20250901,0.2589027911453321,1039
Revenue_Growth,20250930,20251009,0.042267050912584085,1041
Revenue_Growth,20251031,20251103,0.18024928092042186,1043
Revenue_Growth,20251128,20251201,0.010546500479386385,1043
Revenue_Growth,20251231,20260105,0.01622137404580152,1048
Revenue_Growth,20260130,20260202,0.017142857142857123,1050
Revenue_Growth,20260227,20260302,0.007604562737642588,1052
Revenue_Growth,20260331,20260401,0.05508072174738839,1053
Revenue_Growth,20260430,20260506,0.6032196969696968,1056
Revenue_Growth,20260529,20260601,0.01699716713881019,1059
Revenue_Growth,20260630,20260701,0.022641509433962287,1060
Turnover_20D,20220128,20220207,1.0,879
Turnover_20D,20220228,20220301,0.3423728813559322,885
Turnover_20D,20220331,20220401,0.35883014623172105,889
Turnover_20D,20220429,20220505,0.3667041619797525,878
Turnover_20D,20220531,20220601,0.34671125975473804,897
Turnover_20D,20220630,20220701,0.3522222222222222,900
Turnover_20D,20220729,20220801,0.3973509933774835,906
Turnover_20D,20220831,20220901,0.4091903719912473,914
Turnover_20D,20220930,20221010,0.42145178764897073,923
Turnover_20D,20221031,20221101,0.3193548387096774,930
Turnover_20D,20221130,20221201,0.40319148936170207,940
Turnover_20D,20221230,20230103,0.382010582010582,945
Turnover_20D,20230131,20230201,0.30430220356768106,953
Turnover_20D,20230228,20230301,0.388946819603754,959
Turnover_20D,20230331,20230403,0.43049792531120323,964
Turnover_20D,20230428,20230504,0.3568464730290456,958
Turnover_20D,20230531,20230601,0.3888888888888889,972
Turnover_20D,20230630,20230703,0.3282364933741081,981
Turnover_20D,20230731,20230801,0.4042553191489362,987
Turnover_20D,20230831,20230901,0.4100502512562815,995
Turnover_20D,20230928,20231009,0.3680000000000001,1000
Turnover_20D,20231031,20231101,0.33167330677290835,1004
Turnover_20D,20231130,20231201,0.38095238095238093,1008
Turnover_20D,20231229,20240102,0.46039603960396047,1010
Turnover_20D,20240131,20240201,0.38817733990147774,1015
Turnover_20D,20240229,20240301,0.3244837758112094,1017
Turnover_20D,20240329,20240401,0.3398821218074657,1018
Turnover_20D,20240430,20240506,0.3929273084479371,1012
