factor,composite_factor,bucket,trade_date,daily_return,nav
Composite_Equal_D01,Composite_Equal,1,20220321,0.011961207670314524,1.0129556665368706
Composite_Equal_D01,Composite_Equal,1,20220322,-0.0010892482261704946,1.011852306373906
Composite_Equal_D01,Composite_Equal,1,20220323,0.0025832997461903767,1.0144662241801439
Composite_Equal_D01,Composite_Equal,1,20220324,-0.013821620514648573,1.0004446570045975
Composite_Equal_D01,Composite_Equal,1,20220325,-0.006530052087739431,0.993911701283457
Composite_Equal_D01,Composite_Equal,1,20220328,-0.003790036868457114,0.9901447392916017
Composite_Equal_D01,Composite_Equal,1,20220329,-0.007253931520319655,0.9829622971575758
Composite_Equal_D01,Composite_Equal,1,20220330,0.01427190271205805,0.9969910394322299
Composite_Equal_D01,Composite_Equal,1,20220331,-0.007289407709802645,0.9897235652627884
Composite_Equal_D01,Composite_Equal,1,20220401,0.0008741161226926442,0.9905886985881934
Composite_Equal_D01,Composite_Equal,1,20220406,0.009060598279616581,0.9995640248464293
Composite_Equal_D01,Composite_Equal,1,20220407,-0.019291668048567183,0.9802807674858022
Composite_Equal_D01,Composite_Equal,1,20220408,-0.008555498422163221,0.9718939769263005
Composite_Equal_D01,Composite_Equal,1,20220411,-0.03357375403367056,0.939263847598171
Composite_Equal_D01,Composite_Equal,1,20220412,0.01909919561495056,0.9572030315574998
Composite_Equal_D01,Composite_Equal,1,20220413,-0.02010002139513249,0.9379632301437084
Composite_Equal_D01,Composite_Equal,1,20220414,0.00534904305065752,0.9429804358416809
Composite_Equal_D01,Composite_Equal,1,20220415,-0.019879604842938502,0.9242343574025264
Composite_Equal_D01,Composite_Equal,1,20220418,0.0037809461857919303,0.9277288377709252
Composite_Equal_D01,Composite_Equal,1,20220419,-0.00040009222249489144,0.9273576606783488
Composite_Equal_D01,Composite_Equal,1,20220420,-0.011780180757278802,0.9164332198089106
Composite_Equal_D01,Composite_Equal,1,20220421,-0.042092203313694385,0.8778585263972903
Composite_Equal_D01,Composite_Equal,1,20220422,-0.013872098632994328,0.865680786333292
Composite_Equal_D01,Composite_Equal,1,20220425,-0.07804934676305395,0.7981149664546517
Composite_Equal_D01,Composite_Equal,1,20220426,-0.03699076718458713,0.7685920815439932
Composite_Equal_D01,Composite_Equal,1,20220427,0.029822144148132893,0.7915131453909118
Composite_Equal_D01,Composite_Equal,1,20220428,-0.013889918409155773,0.7805190923816577
Composite_Equal_D01,Composite_Equal,1,20220429,0.04049046026840422,0.8121226696804682
Composite_Equal_D01,Composite_Equal,1,20220505,0.011888355367686,0.8217774725797835
Composite_Equal_D01,Composite_Equal,1,20220506,-0.011728657962949602,0.812139125682238
Composite_Equal_D01,Composite_Equal,1,20220509,0.01373235706791286,0.8232917101449291
Composite_Equal_D01,Composite_Equal,1,20220510,0.01692940948432289,0.8372295526310211
Composite_Equal_D01,Composite_Equal,1,20220511,0.007727851221133435,0.8436995380516896
Composite_Equal_D01,Composite_Equal,1,20220512,0.008325901345898747,0.8507240971710883
Composite_Equal_D01,Composite_Equal,1,20220513,0.009038666394485225,0.8584135084791674
Composite_Equal_D01,Composite_Equal,1,20220516,0.0056163274040750555,0.8632346397908671
Composite_Equal_D01,Composite_Equal,1,20220517,0.002734294079124698,0.8655949771553426
Composite_Equal_D01,Composite_Equal,1,20220518,0.009258518329624295,0.8736091041173661
Composite_Equal_D01,Composite_Equal,1,20220519,0.011508368756110084,0.8836629198362438
Composite_Equal_D01,Composite_Equal,1,20220520,0.01367451671207158,0.8957465832013825
Composite_Equal_D01,Composite_Equal,1,20220523,0.0157887039441176,0.909889260812504
Composite_Equal_D01,Composite_Equal,1,20220524,-0.04312311529100227,0.8706520013164415
Composite_Equal_D01,Composite_Equal,1,20220525,0.022930303772749062,0.8906163161869795
Composite_Equal_D01,Composite_Equal,1,20220526,0.0040627753814181065,0.8942346902306733
Composite_Equal_D01,Composite_Equal,1,20220527,-0.0006957247136198598,0.8936125490569036
Composite_Equal_D01,Composite_Equal,1,20220530,0.01034708989367255,0.9028588384321092
Composite_Equal_D01,Composite_Equal,1,20220531,0.013531999905046685,0.9150763241480431
Composite_Equal_D01,Composite_Equal,1,20220601,0.008662809286371257,0.9230034558266111
Composite_Equal_D01,Composite_Equal,1,20220602,0.00897633044722001,0.9312886398500367
Composite_Equal_D01,Composite_Equal,1,20220606,0.016492742078412857,0.9466481431876393
Composite_Equal_D01,Composite_Equal,1,20220607,-0.0026031233851202705,0.944183901268627
Composite_Equal_D01,Composite_Equal,1,20220608,0.004855418604375358,0.9487683093487984
Composite_Equal_D01,Composite_Equal,1,20220609,-0.018986792139082557,0.9307542426710439
Composite_Equal_D01,Composite_Equal,1,20220610,0.01450957395519936,0.9442590901891948
Composite_Equal_D01,Composite_Equal,1,20220613,0.007280433492166124,0.9511337056946906
Composite_Equal_D01,Composite_Equal,1,20220614,0.002421054003544885,0.9534364517607693
Composite_Equal_D01,Composite_Equal,1,20220615,-0.0033768608142180617,0.9502168295679713
Composite_Equal_D01,Composite_Equal,1,20220616,0.011391889412608868,0.9610415946084093
Composite_Equal_D01,Composite_Equal,1,20220617,0.004532995939955435,0.9653979922548975
Composite_Equal_D01,Composite_Equal,1,20220620,0.012881473799662155,0.9778337411983754
Composite_Equal_D01,Composite_Equal,1,20220621,-0.0020591383207524917,0.9758202462705491
Composite_Equal_D01,Composite_Equal,1,20220622,-0.008469379556499035,0.9675556542259675
Composite_Equal_D01,Composite_Equal,1,20220623,0.017956769743108437,0.9849298283225458
Composite_Equal_D01,Composite_Equal,1,20220624,0.010174111999184731,0.9949506147072372
Composite_Equal_D01,Composite_Equal,1,20220627,0.009893542856065423,1.0047942012535118
Composite_Equal_D01,Composite_Equal,1,20220628,0.016505333718267748,1.0213786648633814
Composite_Equal_D01,Composite_Equal,1,20220629,-0.0227435434942468,0.9981488947749654
Composite_Equal_D01,Composite_Equal,1,20220630,0.0073865175207837325,1.0055217390745714
Composite_Equal_D01,Composite_Equal,1,20220701,-0.001487825006161953,1.004025698686937
Composite_Equal_D01,Composite_Equal,1,20220704,0.005386255690004903,1.0094336378194004
Composite_Equal_D01,Composite_Equal,1,20220705,-0.00603623552119146,1.0033404586385095
Composite_Equal_D01,Composite_Equal,1,20220706,-0.009866401988512019,0.993441098342244
Composite_Equal_D01,Composite_Equal,1,20220707,0.009988177198612625,1.0033637640688706
Composite_Equal_D01,Composite_Equal,1,20220708,0.0045468910026680714,1.0079259497401185
Composite_Equal_D01,Composite_Equal,1,20220711,-0.008244186185639059,0.9996164205491239
Composite_Equal_D01,Composite_Equal,1,20220712,-0.013253597736869047,0.9863679066199968
Composite_Equal_D01,Composite_Equal,1,20220713,0.015388169178994469,1.001546302839796
Composite_Equal_D01,Composite_Equal,1,20220714,0.002219080542930812,1.003768814753272
Composite_Equal_D01,Composite_Equal,1,20220715,-0.022175834272484925,0.9815094038694148
Composite_Equal_D01,Composite_Equal,1,20220718,0.025675607915886745,1.0067102544889215
Composite_Equal_D01,Composite_Equal,1,20220719,0.011384409563413753,1.0181710563377118
Composite_Equal_D01,Composite_Equal,1,20220720,0.012583833834665072,1.030983551725931
Composite_Equal_D01,Composite_Equal,1,20220721,-0.002131590210449755,1.0287859172799372
Composite_Equal_D01,Composite_Equal,1,20220722,0.0016122856408365698,1.0304446140418624
Composite_Equal_D01,Composite_Equal,1,20220725,-0.006385760671139476,1.0238644413517264
Composite_Equal_D01,Composite_Equal,1,20220726,0.012725937758561703,1.0368940765055732
Composite_Equal_D01,Composite_Equal,1,20220727,0.0052554064674945585,1.0423433763413474
Composite_Equal_D01,Composite_Equal,1,20220728,0.005083549996111072,1.0476421810080938
Composite_Equal_D01,Composite_Equal,1,20220729,-0.006852355666288326,1.0404633641728205
Composite_Equal_D01,Composite_Equal,1,20220801,0.004305666070122464,1.0449432519771449
Composite_Equal_D01,Composite_Equal,1,20220802,-0.04035835771561341,1.0027710584213347
Composite_Equal_D01,Composite_Equal,1,20220803,-0.0033656921320920088,0.9993960397597165
Composite_Equal_D01,Composite_Equal,1,20220804,0.017563628674291388,1.0169490607006133
Composite_Equal_D01,Composite_Equal,1,20220805,0.010596661298714343,1.0277253254549032
Composite_Equal_D01,Composite_Equal,1,20220808,0.011807401798281195,1.0398600913108187
Composite_Equal_D01,Composite_Equal,1,20220809,0.0015355930492103604,1.041456893239187
Composite_Equal_D01,Composite_Equal,1,20220810,0.0002938063036965177,1.041762879839449
Composite_Equal_D01,Composite_Equal,1,20220811,0.01241381774226605,1.054695134360434
Composite_Equal_D01,Composite_Equal,1,20220812,0.0002018092834416133,1.0549079816297489
Composite_Equal_D01,Composite_Equal,1,20220815,0.005635639241432098,1.0608530624471213
Composite_Equal_D01,Composite_Equal,1,20220816,0.006047112104178476,1.0672681598418001
Composite_Equal_D01,Composite_Equal,1,20220817,0.004287720016819616,1.0718443068940682
Composite_Equal_D01,Composite_Equal,1,20220818,-0.0017128986789033745,1.0700083461967993
Composite_Equal_D01,Composite_Equal,1,20220819,-0.009922502504670376,1.0593911857016434
Composite_Equal_D01,Composite_Equal,1,20220822,0.007204743983500971,1.0670238279730013
Composite_Equal_D01,Composite_Equal,1,20220823,0.002660446115586709,1.0698625873713707
Composite_Equal_D01,Composite_Equal,1,20220824,-0.027026982644950466,1.0409474297900028
Composite_Equal_D01,Composite_Equal,1,20220825,-0.0027705102471448488,1.0380634742690305
Composite_Equal_D01,Composite_Equal,1,20220826,-0.0028525949482872404,1.035102299646329
Composite_Equal_D01,Composite_Equal,1,20220829,0.00706764118813766,1.0424180312932454
Composite_Equal_D01,Composite_Equal,1,20220830,-0.002690436475190976,1.0396134717994574
Composite_Equal_D01,Composite_Equal,1,20220831,-0.023521569475520795,1.015160131294839
Composite_Equal_D01,Composite_Equal,1,20220901,-0.006083485293962307,1.00898441956509
Composite_Equal_D01,Composite_Equal,1,20220902,0.013485310249719542,1.0225908875000584
Composite_Equal_D01,Composite_Equal,1,20220905,0.005717770789708742,1.0284378278064286
Composite_Equal_D01,Composite_Equal,1,20220906,0.014119568578693172,1.0429589262450638
Composite_Equal_D01,Composite_Equal,1,20220907,0.002432205046680969,1.045495616208958
Composite_Equal_D01,Composite_Equal,1,20220908,-0.006696070821790429,1.0384949035189512
Composite_Equal_D01,Composite_Equal,1,20220909,0.0014194843144320624,1.039969030745114
Composite_Equal_D01,Composite_Equal,1,20220913,0.004972101747587008,1.045139862580318
Composite_Equal_D01,Composite_Equal,1,20220914,-0.007729307504441247,1.0370616551972853
Composite_Equal_D01,Composite_Equal,1,20220915,-0.0190474010597849,1.0173083259270184
Composite_Equal_D01,Composite_Equal,1,20220916,-0.027138635684963063,0.9896999658904053
Composite_Equal_D01,Composite_Equal,1,20220919,-0.013801752923770798,0.9760403714925215
Composite_Equal_D01,Composite_Equal,1,20220920,0.01565009571492494,0.9913154967280104
Composite_Equal_D01,Composite_Equal,1,20220921,0.004538479087759058,0.9958145613792819
Composite_Equal_D01,Composite_Equal,1,20220922,-0.007145748115116788,0.9886987213543
Composite_Equal_D01,Composite_Equal,1,20220923,-0.02245580105676524,0.9664966995624897
Composite_Equal_D01,Composite_Equal,1,20220926,-0.02008838124724662,0.9470813453874728
Composite_Equal_D01,Composite_Equal,1,20220927,0.023803015229598476,0.9696247370753994
Composite_Equal_D01,Composite_Equal,1,20220928,-0.026952350309143402,0.9434910714933321
Composite_Equal_D01,Composite_Equal,1,20220929,-0.009471423626244284,0.9345548678676396
Composite_Equal_D01,Composite_Equal,1,20220930,-0.008245792334817079,0.9268487225017107
Composite_Equal_D01,Composite_Equal,1,20221010,-0.018780746392588595,0.9094418117001113
Composite_Equal_D01,Composite_Equal,1,20221011,0.003378872874336251,0.912514699968452
Composite_Equal_D01,Composite_Equal,1,20221012,0.028629309992082443,0.9386393661861809
Composite_Equal_D01,Composite_Equal,1,20221013,0.009764717462360762,0.9478049143960383
Composite_Equal_D01,Composite_Equal,1,20221014,0.0239655594471606,0.9705195894163076
Composite_Equal_D01,Composite_Equal,1,20221017,0.015379008304376947,0.9854452182415016
Composite_Equal_D01,Composite_Equal,1,20221018,0.003055043149295127,0.9884557959044958
Composite_Equal_D01,Composite_Equal,1,20221019,-0.009239304932555883,0.979323151393782
Composite_Equal_D01,Composite_Equal,1,20221020,-0.004677231249378305,0.9747426305468433
Composite_Equal_D01,Composite_Equal,1,20221021,-0.0015094240804832126,0.9732713305480224
Composite_Equal_D01,Composite_Equal,1,20221024,-0.01689449017929356,0.9568284076122908
Composite_Equal_D01,Composite_Equal,1,20221025,-0.0020704783907939247,0.9548473150706318
Composite_Equal_D01,Composite_Equal,1,20221026,0.01858919378601551,0.9725971568465364
Composite_Equal_D01,Composite_Equal,1,20221027,-0.001830727302262623,0.9708165966773944
Composite_Equal_D01,Composite_Equal,1,20221028,-0.035770486462265494,0.9360900147486031
Composite_Equal_D01,Composite_Equal,1,20221031,0.009137855013414254,0.9446438695828806
Composite_Equal_D01,Composite_Equal,1,20221101,0.03148960148776118,0.9743903285839022
Composite_Equal_D01,Composite_Equal,1,20221102,0.01757894756645737,0.9915190850793418
Composite_Equal_D01,Composite_Equal,1,20221103,0.001019712961672882,0.9925301499421433
Composite_Equal_D01,Composite_Equal,1,20221104,0.022042112032045213,1.0144076107023507
Composite_Equal_D01,Composite_Equal,1,20221107,0.010957057386773904,1.0255225331063966
Composite_Equal_D01,Composite_Equal,1,20221108,0.0014898625282850908,1.0270504207003839
Composite_Equal_D01,Composite_Equal,1,20221109,0.0034746886159430427,1.030619101105191
Composite_Equal_D01,Composite_Equal,1,20221110,-0.003713437936976951,1.0267919610365739
Composite_Equal_D01,Composite_Equal,1,20221111,0.0034844226060493084,1.0303697381573194
Composite_Equal_D01,Composite_Equal,1,20221114,-0.003981239313668811,1.0262675896481528
Composite_Equal_D01,Composite_Equal,1,20221115,0.020144990371330936,1.0469417403600239
Composite_Equal_D01,Composite_Equal,1,20221116,-0.0005906987905839758,1.0463233131401815
Composite_Equal_D01,Composite_Equal,1,20221117,0.005148762519311611,1.0517105833979596
Composite_Equal_D01,Composite_Equal,1,20221118,-0.0068761945862006926,1.0444788167781487
Composite_Equal_D01,Composite_Equal,1,20221121,-0.0005680677783405658,1.0438854820171777
Composite_Equal_D01,Composite_Equal,1,20221122,-0.01345433154884878,1.0298407006430887
Composite_Equal_D01,Composite_Equal,1,20221123,-0.005930536916601784,1.0237331923497057
Composite_Equal_D01,Composite_Equal,1,20221124,0.0010662395653928576,1.0248247371837949
Composite_Equal_D01,Composite_Equal,1,20221125,-0.005498839638241795,1.0191893902967177
Composite_Equal_D01,Composite_Equal,1,20221128,-0.0009221186834788897,1.0182495767179216
Composite_Equal_D01,Composite_Equal,1,20221129,0.01982694820657999,1.03843835833688
Composite_Equal_D01,Composite_Equal,1,20221130,0.004014554516571028,1.042607225738522
Composite_Equal_D01,Composite_Equal,1,20221201,0.0031066918837753398,1.0458462851446895
Composite_Equal_D01,Composite_Equal,1,20221202,0.007360644397768347,1.0535443877443664
Composite_Equal_D01,Composite_Equal,1,20221205,0.009162799990461792,1.0631978042503416
Composite_Equal_D01,Composite_Equal,1,20221206,-0.002508214777730891,1.0605310758060698
Composite_Equal_D01,Composite_Equal,1,20221207,0.00222644400276265,1.0628922888595416
Composite_Equal_D01,Composite_Equal,1,20221208,-0.002178852079755324,1.060576403785404
Composite_Equal_D01,Composite_Equal,1,20221209,-0.0011597473624308937,1.0593464030984574
Composite_Equal_D01,Composite_Equal,1,20221212,-0.0040808426783196594,1.0550233770855688
Composite_Equal_D01,Composite_Equal,1,20221213,-0.0003752884248734294,1.0546274390241777
Composite_Equal_D01,Composite_Equal,1,20221214,-0.002190892308814278,1.052316863879355
Composite_Equal_D01,Composite_Equal,1,20221215,0.002537326481373838,1.0549869353248724
Composite_Equal_D01,Composite_Equal,1,20221216,-0.010855122353968781,1.0435349230600823
Composite_Equal_D01,Composite_Equal,1,20221219,-0.023819198231455143,1.018678757866268
Composite_Equal_D01,Composite_Equal,1,20221220,-0.003833225349489632,1.0147739326286285
Composite_Equal_D01,Composite_Equal,1,20221221,-0.0066477417475795195,1.0080279775923378
Composite_Equal_D01,Composite_Equal,1,20221222,-0.013814792946526768,0.9941022797975935
Composite_Equal_D01,Composite_Equal,1,20221223,-0.00029698916731528435,0.9938070421892902
Composite_Equal_D01,Composite_Equal,1,20221226,0.014618986641251662,1.0083354940630371
Composite_Equal_D01,Composite_Equal,1,20221227,0.003665249075313674,1.0120312948002577
Composite_Equal_D01,Composite_Equal,1,20221228,-0.011888438884213115,0.9999998226031137
Composite_Equal_D01,Composite_Equal,1,20221229,-0.006368210979703638,0.9936316127531108
Composite_Equal_D01,Composite_Equal,1,20221230,0.005536681097462888,0.9991330341212825
Composite_Equal_D01,Composite_Equal,1,20230103,0.02097651779197566,1.0200913659880781
Composite_Equal_D01,Composite_Equal,1,20230104,0.003190050497684956,1.0233455089578325
Composite_Equal_D01,Composite_Equal,1,20230105,0.004496897857216141,1.0279473891842568
Composite_Equal_D01,Composite_Equal,1,20230106,-0.004985172713891066,1.0228228939083799
Composite_Equal_D01,Composite_Equal,1,20230109,0.006132995386445931,1.0290958619978712
Composite_Equal_D01,Composite_Equal,1,20230110,-0.0030208635610489264,1.0259871038075357
Composite_Equal_D01,Composite_Equal,1,20230111,-0.010162082928869004,1.0155609377746933
Composite_Equal_D01,Composite_Equal,1,20230112,0.0006965872671656076,1.0162683645929778
Composite_Equal_D01,Composite_Equal,1,20230113,0.004739671031137736,1.021085142320501
Composite_Equal_D01,Composite_Equal,1,20230116,0.008497560178320845,1.0297618747645587
Composite_Equal_D01,Composite_Equal,1,20230117,-0.004823554743073698,1.0247947619893016
Composite_Equal_D01,Composite_Equal,1,20230118,0.0043558013114962865,1.0292585643575893
Composite_Equal_D01,Composite_Equal,1,20230119,0.0036229357657913902,1.0329875020226476
Composite_Equal_D01,Composite_Equal,1,20230120,0.012461268015882014,1.0458598361424083
Composite_Equal_D01,Composite_Equal,1,20230130,0.016214455351426797,1.0628178837593898
Composite_Equal_D01,Composite_Equal,1,20230131,0.004232759251059133,1.0673165359890635
Composite_Equal_D01,Composite_Equal,1,20230201,0.01673500626844987,1.0851780849092607
Composite_Equal_D01,Composite_Equal,1,20230202,0.000640975719297041,1.085873657712801
Composite_Equal_D01,Composite_Equal,1,20230203,0.001681679913612347,1.0876997496316974
Composite_Equal_D01,Composite_Equal,1,20230206,-0.002402654745716122,1.0850863826663306
Composite_Equal_D01,Composite_Equal,1,20230207,0.004587978602988385,1.0900647357723978
Composite_Equal_D01,Composite_Equal,1,20230208,-0.0025024832341512954,1.0873368670469878
Composite_Equal_D01,Composite_Equal,1,20230209,0.011737070427327384,1.1000990164337479
Composite_Equal_D01,Composite_Equal,1,20230210,0.0006123350594865961,1.100772645630417
Composite_Equal_D01,Composite_Equal,1,20230213,0.00852076692475649,1.1101520727809813
Composite_Equal_D01,Composite_Equal,1,20230214,-0.001830312127100284,1.1081201479792446
Composite_Equal_D01,Composite_Equal,1,20230215,0.004622357311651041,1.1132422752474442
Composite_Equal_D01,Composite_Equal,1,20230216,-0.01995765354542672,1.0910245716059332
Composite_Equal_D01,Composite_Equal,1,20230217,-0.006557355223576843,1.0838703359322623
Composite_Equal_D01,Composite_Equal,1,20230220,0.007733860570139011,1.092252837986472
Composite_Equal_D01,Composite_Equal,1,20230221,0.0047622033358183154,1.0974543680950881
Composite_Equal_D01,Composite_Equal,1,20230222,3.5536796781543556e-05,1.097493368107944
Composite_Equal_D01,Composite_Equal,1,20230223,-0.0021648853023205675,1.0951174208459327
Composite_Equal_D01,Composite_Equal,1,20230224,-0.0026820864949677844,1.0921802212010778
Composite_Equal_D01,Composite_Equal,1,20230227,-0.008923850384578425,1.0824337683140837
Composite_Equal_D01,Composite_Equal,1,20230228,0.009610664921302322,1.092836676560853
Composite_Equal_D01,Composite_Equal,1,20230301,0.010819538897654232,1.1046606654916864
Composite_Equal_D01,Composite_Equal,1,20230302,-0.0064153680759400115,1.0975738607235443
Composite_Equal_D01,Composite_Equal,1,20230303,0.00249083004049437,1.100307730667496
Composite_Equal_D01,Composite_Equal,1,20230306,0.0021085043741079284,1.1026277343304733
Composite_Equal_D01,Composite_Equal,1,20230307,-0.015566608053593304,1.0854635605611291
Composite_Equal_D01,Composite_Equal,1,20230308,0.00900267215289592,1.0952356331307762
Composite_Equal_D01,Composite_Equal,1,20230309,-0.00027211345686638336,1.0949376047765618
Composite_Equal_D01,Composite_Equal,1,20230310,-0.015181847293889729,1.0783144292645066
Composite_Equal_D01,Composite_Equal,1,20230313,0.0007688706021483006,1.0791435135290404
Composite_Equal_D01,Composite_Equal,1,20230314,-0.010798186532407899,1.0674907205747157
Composite_Equal_D01,Composite_Equal,1,20230315,0.007609171651098158,1.0756134407035232
Composite_Equal_D01,Composite_Equal,1,20230316,-0.01679884378066735,1.0575443785447587
Composite_Equal_D01,Composite_Equal,1,20230317,0.0038956740435546,1.0616642267301626
Composite_Equal_D01,Composite_Equal,1,20230320,-0.0052085464432514925,1.0561344992980999
Composite_Equal_D01,Composite_Equal,1,20230321,0.01531763033336337,1.07231197714066
Composite_Equal_D01,Composite_Equal,1,20230322,0.0026924507408264326,1.0751991243179093
Composite_Equal_D01,Composite_Equal,1,20230323,-0.0002911734128599553,1.0748860549193775
Composite_Equal_D01,Composite_Equal,1,20230324,0.0017259147530715678,1.0767412166194337
Composite_Equal_D01,Composite_Equal,1,20230327,0.0005054418005824521,1.0772854466387232
Composite_Equal_D01,Composite_Equal,1,20230328,-0.00812664090188514,1.0685307346650632
Composite_Equal_D01,Composite_Equal,1,20230329,-0.004382051841062951,1.0638483775919918
Composite_Equal_D01,Composite_Equal,1,20230330,-0.0056737252327879305,1.0578123942081876
Composite_Equal_D01,Composite_Equal,1,20230331,0.009479706449567577,1.0678401451839954
Composite_Equal_D01,Composite_Equal,1,20230403,0.008926841525872545,1.0773725849350175
Composite_Equal_D01,Composite_Equal,1,20230404,-0.009174030523647922,1.067488735955482
Composite_Equal_D01,Composite_Equal,1,20230406,-0.0020577626440579557,1.0652920975116802
Composite_Equal_D01,Composite_Equal,1,20230407,0.010591030887105638,1.0765746390202158
Composite_Equal_D01,Composite_Equal,1,20230410,-0.013777715418649741,1.0617419000168598
Composite_Equal_D01,Composite_Equal,1,20230411,0.0006161392253926864,1.0623960808487032
Composite_Equal_D01,Composite_Equal,1,20230412,0.00519166110173954,1.0679116812562859
Composite_Equal_D01,Composite_Equal,1,20230413,-0.00298099857187145,1.0647282380595762
Composite_Equal_D01,Composite_Equal,1,20230414,0.0014500017716436017,1.0662720958910816
Composite_Equal_D01,Composite_Equal,1,20230417,-0.0025148735458342406,1.0635905564044639
Composite_Equal_D01,Composite_Equal,1,20230418,-0.009209421696553446,1.0537955024580632
Composite_Equal_D01,Composite_Equal,1,20230419,-0.006095031103817049,1.0473725860935188
Composite_Equal_D01,Composite_Equal,1,20230420,-0.010356881323086662,1.036525072518294
Composite_Equal_D01,Composite_Equal,1,20230421,-0.026527916163717677,1.0090282222929372
Composite_Equal_D01,Composite_Equal,1,20230424,-0.004582017216412612,1.0044048376065449
Composite_Equal_D01,Composite_Equal,1,20230425,-0.025331020056154164,0.9789622385206352
Composite_Equal_D01,Composite_Equal,1,20230426,0.007829333802697673,0.9866268606662494
Composite_Equal_D01,Composite_Equal,1,20230427,-0.0017194420411553821,0.9849304129630867
Composite_Equal_D01,Composite_Equal,1,20230428,0.0188745223318298,1.003520504037857
Composite_Equal_D01,Composite_Equal,1,20230504,0.004821850383778885,1.008359329765382
Composite_Equal_D01,Composite_Equal,1,20230505,-0.006909247085307949,1.0013923260052573
Composite_Equal_D01,Composite_Equal,1,20230508,0.0032955580443170046,1.0046924725407413
Composite_Equal_D01,Composite_Equal,1,20230509,-0.011959172038781808,0.9926771824155576
Composite_Equal_D01,Composite_Equal,1,20230510,0.007963975563545606,1.0005828392388045
Composite_Equal_D01,Composite_Equal,1,20230511,0.009996431410374118,1.0105850969616528
Composite_Equal_D01,Composite_Equal,1,20230512,-0.01145762237486641,0.9990061945429984
Composite_Equal_D01,Composite_Equal,1,20230515,0.008150814856268288,1.0071489090749837
Composite_Equal_D01,Composite_Equal,1,20230516,-0.009958753419868837,0.997118961432416
Composite_Equal_D01,Composite_Equal,1,20230517,0.008053884819506009,1.005149642699138
Composite_Equal_D01,Composite_Equal,1,20230518,0.0014041363722234808,1.0065610098719793
Composite_Equal_D01,Composite_Equal,1,20230519,-0.0006456061446555731,1.0059111678990351
Composite_Equal_D01,Composite_Equal,1,20230522,0.0048656646112215166,1.010805594270714
Composite_Equal_D01,Composite_Equal,1,20230523,-0.007823455704835851,1.0028976014777367
Composite_Equal_D01,Composite_Equal,1,20230524,-0.002856772450927321,1.000032551238734
Composite_Equal_D01,Composite_Equal,1,20230525,-0.0020341539496434896,0.9979983310748597
Composite_Equal_D01,Composite_Equal,1,20230526,0.002754443431278448,1.0007472610223158
Composite_Equal_D01,Composite_Equal,1,20230529,-0.009717095691456104,0.9910229041239994
Composite_Equal_D01,Composite_Equal,1,20230530,0.004208647379098587,0.9951937700720676
Composite_Equal_D01,Composite_Equal,1,20230531,-0.0007599366390924911,0.9944374858631932
