factor,trade_date,long_short_return
Holder_Concen,20240628,-0.015235707662443513
Holder_Concen,20240731,-0.014510870326285799
Holder_Concen,20240830,0.0006396412746275115
Holder_Concen,20240930,-0.04491295652214404
Holder_Concen,20241031,-0.002722555284736694
Holder_Concen,20241129,0.012421448929741827
Holder_Concen,20241231,-0.0012523358340099213
Holder_Concen,20250127,0.0021504732152497763
Holder_Concen,20250228,0.01169106617750663
Holder_Concen,20250331,-0.0020968872939036804
Holder_Concen,20250430,-0.004705419051349909
Holder_Concen,20250530,-0.011875844396903368
Holder_Concen,20250630,-0.009145659300006284
Holder_Concen,20250731,-0.006047699580915916
Holder_Concen,20250829,0.002482339250244713
Holder_Concen,20250930,0.004285639723602384
Holder_Concen,20251031,-0.005860929962150837
Holder_Concen,20251128,-0.013189270775752472
Holder_Concen,20251231,-0.010464578877075928
Holder_Concen,20260130,-0.00046371920879911127
Holder_Concen,20260227,0.0124259986444782
Holder_Concen,20260331,0.001706292883124523
Holder_Concen,20260430,0.012181881888817983
Holder_Concen,20260529,-0.0006886651623235138
Holder_Concen,20260630,0.013529113970612808
Main_Net_In,20220128,-0.028721236644744172
Main_Net_In,20220228,0.007369967216685647
Main_Net_In,20220331,0.006437722711607835
Main_Net_In,20220429,0.02363263688156897
Main_Net_In,20220531,0.02020161628243773
Main_Net_In,20220630,-0.014394626295739076
Main_Net_In,20220729,-0.03192619248923985
Main_Net_In,20220831,0.004652578229109736
Main_Net_In,20220930,0.014882816293977336
Main_Net_In,20221031,-0.025049216889049757
Main_Net_In,20221130,-0.017983175901046613
Main_Net_In,20221230,-0.008854670282075539
Main_Net_In,20230131,-0.011891112552263544
Main_Net_In,20230228,0.014483729964880291
Main_Net_In,20230331,0.03289228354361393
Main_Net_In,20230428,0.017929064457725942
Main_Net_In,20230531,-0.009754470209158508
Main_Net_In,20230630,-0.00034601360685088817
Main_Net_In,20230731,-0.011574364883469912
Main_Net_In,20230831,0.034593776168456006
Main_Net_In,20230928,0.04065001560622158
Main_Net_In,20231031,0.011303386592442816
Main_Net_In,20231130,0.023671200785259524
Main_Net_In,20231229,-0.04112232865342416
Main_Net_In,20240131,-0.06716745709871617
Main_Net_In,20240229,0.007502610083108201
Main_Net_In,20240329,0.024141210985719315
Main_Net_In,20240430,-0.0010260511638953834
Main_Net_In,20240531,-0.004752564756049946
Main_Net_In,20240628,-0.01583535097479625
Main_Net_In,20240731,-0.005749219891799079
Main_Net_In,20240830,0.06488918813259154
Main_Net_In,20240930,-0.013290974065735282
Main_Net_In,20241031,0.02075787191371079
Main_Net_In,20241129,0.02338376505052024
Main_Net_In,20241231,-0.04310970365326765
Main_Net_In,20250127,-0.02220654293162043
Main_Net_In,20250228,0.028423508435830726
Main_Net_In,20250331,0.0009913060543885258
Main_Net_In,20250430,-0.036012690986348544
Main_Net_In,20250530,-0.017626896957273583
Main_Net_In,20250630,-0.0031100158713778248
Main_Net_In,20250731,-0.008670475605454447
Main_Net_In,20250829,0.029613487165747496
Main_Net_In,20250930,0.013588469051764711
Main_Net_In,20251031,0.01013802447269735
Main_Net_In,20251128,0.002424783126466566
Main_Net_In,20251231,0.021830609102401307
Main_Net_In,20260130,-0.02270978981963432
Main_Net_In,20260227,-0.01792283123849961
Main_Net_In,20260331,-0.038541375475557735
Main_Net_In,20260430,-0.01701108548935071
Main_Net_In,20260529,-0.11271182998071103
Main_Net_In,20260630,0.014991540925545332
Momentum_60D,20220128,-0.01709429829516318
Momentum_60D,20220228,0.11881238222628838
Momentum_60D,20220331,0.013022057243097906
Momentum_60D,20220429,-0.10422275617222547
Momentum_60D,20220531,-0.0755685779922324
Momentum_60D,20220630,0.029818637259919404
Momentum_60D,20220729,-0.10408893630527073
Momentum_60D,20220831,0.009347878353126171
Momentum_60D,20220930,-0.02443739714945107
Momentum_60D,20221031,-0.07182156608576375
Momentum_60D,20221130,0.003657515527956741
Momentum_60D,20221230,-0.07676670166909418
Momentum_60D,20230131,-0.0024099170892506573
Momentum_60D,20230228,0.0594644949688565
Momentum_60D,20230331,0.053340075656137326
Momentum_60D,20230428,0.016771443348594418
Momentum_60D,20230531,-0.0625375644850697
Momentum_60D,20230630,-0.11726629693651235
Momentum_60D,20230731,0.020188128340229667
Momentum_60D,20230831,0.005263968113153312
Momentum_60D,20230928,0.009447718617016578
Momentum_60D,20231031,-0.016770949581928922
Momentum_60D,20231130,0.16215514141096937
Momentum_60D,20231229,-0.09099342814206368
Momentum_60D,20240131,-0.06315891499905835
Momentum_60D,20240229,-0.08841910717597985
Momentum_60D,20240329,0.06374623772446247
Momentum_60D,20240430,0.03208635740515572
Momentum_60D,20240531,0.01907442252137132
Momentum_60D,20240628,-0.09625776004621839
Momentum_60D,20240731,-0.04171295064526836
Momentum_60D,20240830,-0.027427881151432854
Momentum_60D,20240930,0.08200361313422039
Momentum_60D,20241031,0.033446717583877364
Momentum_60D,20241129,-0.16807532962656868
Momentum_60D,20241231,-0.014786905011791652
Momentum_60D,20250127,-0.01971047726254614
Momentum_60D,20250228,-0.03054681688058384
Momentum_60D,20250331,0.05930088797838769
Momentum_60D,20250430,0.00979537963250465
Momentum_60D,20250530,-0.053161033582860125
Momentum_60D,20250630,-0.027973553711059904
Momentum_60D,20250731,0.016621839303864877
Momentum_60D,20250829,0.02321283744560608
Momentum_60D,20250930,-0.060639567243026944
Momentum_60D,20251031,0.005151074491130081
Momentum_60D,20251128,0.011435591648140953
Momentum_60D,20251231,0.029415271289430035
Momentum_60D,20260130,0.07189371251534502
Momentum_60D,20260227,-0.06601296661671166
Momentum_60D,20260331,0.09040764894556344
Momentum_60D,20260430,0.06639968733745613
Momentum_60D,20260529,0.23533753254602496
Momentum_60D,20260630,-0.08263468487971509
PE_TTM,20220128,-0.02007763906705097
PE_TTM,20220228,0.0855268173947068
PE_TTM,20220331,0.0761294238777044
PE_TTM,20220429,-0.08905363567111418
PE_TTM,20220531,-0.04139883426329158
PE_TTM,20220630,-0.07243165442605175
PE_TTM,20220729,0.054820651054139316
PE_TTM,20220831,0.03743329652909867
PE_TTM,20220930,-0.10760853565523971
PE_TTM,20221031,0.05080274639899342
PE_TTM,20221130,-0.0019894634121722793
PE_TTM,20221230,-0.012007383041368044
PE_TTM,20230131,0.005096373663239125
PE_TTM,20230228,-0.03873248255073954
PE_TTM,20230331,0.05736895078699096
PE_TTM,20230428,-0.05643110432226313
PE_TTM,20230531,0.014264492822598316
PE_TTM,20230630,0.06472121448457094
PE_TTM,20230731,-0.010303699530663825
PE_TTM,20230831,0.010308690237715567
PE_TTM,20230928,-0.0437388092214893
PE_TTM,20231031,-0.002490714663760843
PE_TTM,20231130,0.03218382022511941
PE_TTM,20231229,0.1919365677292035
PE_TTM,20240131,0.0031204877717450202
PE_TTM,20240229,-0.02173643521968456
PE_TTM,20240329,0.047619803956573406
PE_TTM,20240430,0.04070027925720393
PE_TTM,20240531,0.02770348232208835
PE_TTM,20240628,-0.037976468238245256
PE_TTM,20240731,0.019800081948318927
PE_TTM,20240830,-0.134025915004428
PE_TTM,20240930,-0.026625299692443847
PE_TTM,20241031,-0.08388556945159988
PE_TTM,20241129,0.07756971475261773
PE_TTM,20241231,-0.0298354940057824
PE_TTM,20250127,-0.06722823601513603
PE_TTM,20250228,0.05290379986648417
PE_TTM,20250331,-0.036519750417786274
PE_TTM,20250430,0.004222207117559145
PE_TTM,20250530,-0.036708188161504895
PE_TTM,20250630,0.01409248803540071
PE_TTM,20250731,-0.06382431323710787
PE_TTM,20250829,0.023884602322010014
PE_TTM,20250930,0.047797732423977966
PE_TTM,20251031,0.010415734501172367
PE_TTM,20251128,-0.02659194754053134
PE_TTM,20251231,-0.01667294071699478
PE_TTM,20260130,-0.00699806507641626
PE_TTM,20260227,0.04118971131191496
PE_TTM,20260331,-0.10454352983708276
PE_TTM,20260430,0.018122609387947734
PE_TTM,20260529,-0.11122185004312803
PE_TTM,20260630,0.08563723062034555
ROE,20220128,-0.017505690756896487
ROE,20220228,-0.05242460184088154
ROE,20220331,0.05670990163516758
ROE,20220429,-0.04270128356436043
ROE,20220531,0.027840240739444966
ROE,20220630,-0.05081461755881622
ROE,20220729,-0.026899422622292373
ROE,20220831,-0.006907898959095854
ROE,20220930,-0.06555569135426835
ROE,20221031,-0.046773514431313036
ROE,20221130,-0.022908394474355498
ROE,20221230,0.027944586644062
ROE,20230131,-0.028142131815478588
ROE,20230228,-0.048361424045821735
ROE,20230331,-0.016811503469275416
ROE,20230428,-0.012340623145292093
ROE,20230531,0.007935477565507287
ROE,20230630,-0.02602090150703438
ROE,20230731,-0.011538820404530081
ROE,20230831,-0.021671950135274627
ROE,20230928,-0.062005266246060904
ROE,20231031,-0.022194258694730754
ROE,20231130,0.045281467352548455
ROE,20231229,0.09797948264368334
ROE,20240131,0.05669321687021546
ROE,20240229,-0.03524196517902406
ROE,20240329,0.08877956003223379
ROE,20240430,0.033763434793861256
ROE,20240531,0.025890017533219158
ROE,20240628,-0.08181037463430635
ROE,20240731,-0.018759108615022668
ROE,20240830,-0.103848416992248
ROE,20240930,-0.08560929977432555
ROE,20241031,-0.07113880606780364
ROE,20241129,0.07332404033290738
ROE,20241231,0.016617493173461624
ROE,20250127,-0.07206534158454836
ROE,20250228,0.051187941820932184
ROE,20250331,-0.035839612652034496
ROE,20250430,-0.012936383106732098
ROE,20250530,-0.03276442902442673
ROE,20250630,-0.025055766008460004
ROE,20250731,0.022980666313672585
ROE,20250829,0.02282583496167371
ROE,20250930,-0.043369337860303024
ROE,20251031,-0.035919320463320664
ROE,20251128,0.03851446162553426
ROE,20251231,0.008074867342369639
ROE,20260130,-0.00871619924548031
ROE,20260227,-0.010880512333448417
ROE,20260331,-0.029689560209152484
ROE,20260430,0.02185071795361667
ROE,20260529,0.07932790221778845
ROE,20260630,0.01681174503296017
Revenue_Growth,20220128,-0.0015885825098594653
Revenue_Growth,20220228,-0.039784949598708846
Revenue_Growth,20220331,0.006410571361725265
Revenue_Growth,20220429,0.006794286617898174
Revenue_Growth,20220531,0.05330405278830867
Revenue_Growth,20220630,0.007479672696325858
Revenue_Growth,20220729,-0.01975099342880506
Revenue_Growth,20220831,-0.012186089115581208
Revenue_Growth,20220930,-0.006459394628586079
Revenue_Growth,20221031,-0.04899620063547043
Revenue_Growth,20221130,-0.014907269106586511
Revenue_Growth,20221230,0.01732885846816755
Revenue_Growth,20230131,-0.03705435052797611
Revenue_Growth,20230228,-0.030145742810993206
Revenue_Growth,20230331,-0.005655682991105568
Revenue_Growth,20230428,-0.012771222924463557
Revenue_Growth,20230531,0.011901124186685949
Revenue_Growth,20230630,-0.020498864148112028
Revenue_Growth,20230731,-0.008701368652711212
Revenue_Growth,20230831,-0.027318874745085472
Revenue_Growth,20230928,-0.017072827180213072
Revenue_Growth,20231031,-0.004818923065869361
Revenue_Growth,20231130,0.009869885512338299
Revenue_Growth,20231229,0.04080522888265087
Revenue_Growth,20240131,0.02811997181865679
Revenue_Growth,20240229,-0.0003730662188163661
Revenue_Growth,20240329,0.0026408474336745563
Revenue_Growth,20240430,0.02987262322287329
Revenue_Growth,20240531,0.029049155455909588
Revenue_Growth,20240628,-0.03778730595569184
Revenue_Growth,20240731,-0.011072499043358351
Revenue_Growth,20240830,-0.031221773498246175
Revenue_Growth,20240930,-0.03998842459989204
Revenue_Growth,20241031,-0.03701140953176581
Revenue_Growth,20241129,0.05343753708642342
Revenue_Growth,20241231,0.05806013884532189
Revenue_Growth,20250127,-0.0090255809648956
Revenue_Growth,20250228,0.029526400280070406
Revenue_Growth,20250331,0.00013216931735130812
Revenue_Growth,20250430,-0.022272854646505726
Revenue_Growth,20250530,0.014624758829819201
Revenue_Growth,20250630,-0.0024456082446268276
Revenue_Growth,20250731,0.071080253707743
Revenue_Growth,20250829,0.018649566125556544
Revenue_Growth,20250930,-0.032429466771495774
Revenue_Growth,20251031,-0.010551047231186201
Revenue_Growth,20251128,0.05231133138525209
Revenue_Growth,20251231,0.0048214562255367716
Revenue_Growth,20260130,0.013549987168805379
Revenue_Growth,20260227,-0.0009216541834455791
Revenue_Growth,20260331,0.07276330717525063
Revenue_Growth,20260430,0.0346248271027326
Revenue_Growth,20260529,0.12933518731832616
Revenue_Growth,20260630,-0.012834176038054597
Turnover_20D,20220128,0.061792646005278014
Turnover_20D,20220228,0.017939005705666575
Turnover_20D,20220331,-0.08885472946372398
Turnover_20D,20220429,-0.020224993144169354
Turnover_20D,20220531,-0.025330043953482127
Turnover_20D,20220630,0.06271045152438469
Turnover_20D,20220729,-0.10266749965321378
Turnover_20D,20220831,-0.06858515687701673
Turnover_20D,20220930,0.020744946978930028
Turnover_20D,20221031,-0.008691700351759035
Turnover_20D,20221130,-0.006650929931420576
Turnover_20D,20221230,-0.05261796258785274
Turnover_20D,20230131,-0.013461100225440585
Turnover_20D,20230228,0.0512351524360989
Turnover_20D,20230331,-0.04156022957013258
Turnover_20D,20230428,0.05862675538771168
Turnover_20D,20230531,0.0032543575335133544
Turnover_20D,20230630,-0.11108125632150533
Turnover_20D,20230731,0.04753110437318769
Turnover_20D,20230831,-0.03749604149261183
Turnover_20D,20230928,0.004440809086509928
Turnover_20D,20231031,-0.08560326606946352
Turnover_20D,20231130,0.041034427293626635
Turnover_20D,20231229,-0.14066356562695687
Turnover_20D,20240131,-0.005794870841142968
Turnover_20D,20240229,0.02179783363488397
Turnover_20D,20240329,-0.1178550536854819
Turnover_20D,20240430,-0.004586303918447568
Turnover_20D,20240531,-0.003512923051030424
Turnover_20D,20240628,-0.0046316781108839454
Turnover_20D,20240731,-0.06639422613069544
Turnover_20D,20240830,0.08501351451127626
Turnover_20D,20240930,0.024919801633686657
Turnover_20D,20241031,0.0850309546382553
Turnover_20D,20241129,-0.12238651712149315
Turnover_20D,20241231,0.016851852049407125
Turnover_20D,20250127,0.06872389131071403
Turnover_20D,20250228,-0.08189243326478647
Turnover_20D,20250331,0.0499885529082445
Turnover_20D,20250430,0.023679375979418032
Turnover_20D,20250530,0.0100393196564669
Turnover_20D,20250630,-0.041798300667320584
Turnover_20D,20250731,0.032979839842616016
Turnover_20D,20250829,-0.05498027824912047
Turnover_20D,20250930,-0.03139150049363141
Turnover_20D,20251031,-0.007673180898412829
Turnover_20D,20251128,0.021907461427842202
Turnover_20D,20251231,0.011460672551039549
Turnover_20D,20260130,0.0225487330179589
Turnover_20D,20260227,-0.061807671784331435
Turnover_20D,20260331,0.09346340944073435
Turnover_20D,20260430,0.024998421658954884
Turnover_20D,20260529,0.17615661323635123
Turnover_20D,20260630,-0.109152855612741
Volatility,20220128,-0.04664151732646273
Volatility,20220228,0.09897664104540395
Volatility,20220331,0.11733771364591343
Volatility,20220429,-0.062157387071852976
Volatility,20220531,-0.08601216218083046
Volatility,20220630,-0.05477348573390668
Volatility,20220729,0.0834809423328774
Volatility,20220831,0.05208581745075187
Volatility,20220930,-0.06794895293777276
Volatility,20221031,0.02560768238846163
Volatility,20221130,0.015422430304300745
Volatility,20221230,-0.005797696127972131
Volatility,20230131,0.04524957506726333
Volatility,20230228,0.05531693764303376
Volatility,20230331,0.12231954995455638
Volatility,20230428,-0.04993843561496624
Volatility,20230531,-0.02707108122304603
Volatility,20230630,0.14317523168120697
Volatility,20230731,-0.01434075923415757
Volatility,20230831,0.01639461520549641
Volatility,20230928,0.02113671155512873
Volatility,20231031,-0.05051684096729662
Volatility,20231130,-0.006587682491988257
Volatility,20231229,0.14249218689570753
Volatility,20240131,-0.11869301537050025
Volatility,20240229,0.004858809545104776
Volatility,20240329,0.11972306510877309
Volatility,20240430,0.03394566192727743
Volatility,20240531,0.012442625594636044
Volatility,20240628,-0.03935055859980254
Volatility,20240731,0.02932409569098743
Volatility,20240830,-0.28984759389500975
Volatility,20240930,-0.07335648506327522
Volatility,20241031,-0.16025071945770297
Volatility,20241129,0.14348581146490647
Volatility,20241231,-0.033124814673605535
Volatility,20250127,-0.16216003160048603
Volatility,20250228,0.06918306054331318
Volatility,20250331,-0.04713676850619036
Volatility,20250430,0.01097614405472309
Volatility,20250530,-0.0680985547288245
Volatility,20250630,0.026197654939204996
Volatility,20250731,-0.08331815514314703
Volatility,20250829,0.04824148093538172
Volatility,20250930,0.02464156013880861
Volatility,20251031,0.03496314033448533
Volatility,20251128,-0.05272196097871914
Volatility,20251231,0.007671903029395473
Volatility,20260130,-0.006224161172366932
Volatility,20260227,0.07970402297230911
Volatility,20260331,-0.11378947426404164
Volatility,20260430,0.0055931778902147886
Volatility,20260529,-0.16344620909171234
Volatility,20260630,0.08983846249134479
